release_date,movie,production_budget,domestic_gross,worldwide_gross,approx_profit,approx_profit_perc,year_of_release,month_of_release
2014-08-27,the november man,15000000,25018119,34820335,19820335,132.14,2014,8
1996-05-03,the craft,15000000,24769466,55669466,40669466,271.13,1996,5
2005-12-28,match point,15000000,23089926,87973835,72973835,486.49,2005,12
1993-11-05,the remains of the day,15000000,22954968,63954968,48954968,326.37,1993,11
1993-01-15,nowhere to run,15000000,22189039,52189039,37189039,247.93,1993,1
2000-09-22,urban legends: final cut,15000000,21468807,38574362,23574362,157.16,2000,9
2013-03-29,the place beyond the pines,15000000,21403519,47011449,32011449,213.41,2013,3
2006-10-20,flicka,15000000,21000147,21896367,6896367,45.98,2006,10
2007-03-23,the hills have eyes ii,15000000,20804166,37466538,22466538,149.78,2007,3
2016-04-29,keanu,15000000,20591853,20688141,5688141,37.92,2016,4
2010-12-22,country strong,15000000,20218921,20601987,5601987,37.35,2010,12
2002-10-11,tuck everlasting,15000000,19161999,19344615,4344615,28.96,2002,10
2006-10-13,the marine,15000000,18844784,22165608,7165608,47.77,2006,10
1998-07-24,disturbing behavior,15000000,17507368,19014238,4014238,26.76,1998,7
1998-03-06,the big lebowski,15000000,17498804,46189568,31189568,207.93,1998,3
2014-07-25,a most wanted man,15000000,17237855,36068890,21068890,140.46,2014,7
2009-06-26,the hurt locker,15000000,17017811,49894223,34894223,232.63,2009,6
2000-01-28,eye of the beholder,15000000,16500786,18260865,3260865,21.74,2000,1
2012-11-02,the man with the iron fists,15000000,15634090,22018988,7018988,46.79,2012,11
1984-05-11,firestarter,15000000,15136870,15136870,136870,0.91,1984,5
2019-02-01,miss bala,15000000,14998027,15362298,362298,2.42,2019,2
2012-11-30,killing them softly,15000000,14945541,39238443,24238443,161.59,2012,11
2001-04-20,freddy got fingered,15000000,14249005,14249005,-750995,-5.01,2001,4
2011-08-19,one day,15000000,13843771,59168692,44168692,294.46,2011,8
2004-06-25,de-lovely,15000000,13337299,18524496,3524496,23.5,2004,6
2009-10-02,whip it,15000000,13077184,18889972,3889972,25.93,2009,10
2008-01-11,the pirates who don't do anything: a veggietales movie,15000000,12981269,13248444,-1751556,-11.68,2008,1
2008-01-23,u2 3d,15000000,12898847,26170402,11170402,74.47,2008,1
2000-09-01,highlander: endgame,15000000,12801190,12801190,-2198810,-14.66,2000,9
2017-01-20,the founder,15000000,12786053,24403192,9403192,62.69,2017,1
2006-08-25,idlewild,15000000,12669914,12669914,-2330086,-15.53,2006,8
2003-04-25,confidence,15000000,12212417,12212417,-2787583,-18.58,2003,4
2002-10-11,knockaround guys,15000000,11660180,12419700,-2580300,-17.2,2002,10
1999-08-27,the muse,15000000,11614954,11614954,-3385046,-22.57,1999,8
1998-04-03,barney's great adventure,15000000,11156471,11156471,-3843529,-25.62,1998,4
1989-03-01,new york stories,15000000,10763469,10763469,-4236531,-28.24,1989,3
1998-11-25,home fries,15000000,10513979,10513979,-4486021,-29.91,1998,11
2000-03-24,here on earth,15000000,10494147,10845127,-4154873,-27.7,2000,3
2004-10-08,raise your voice,15000000,10411980,14811980,-188020,-1.25,2004,10
1985-12-18,brazil,15000000,9929135,9932146,-5067854,-33.79,1985,12
1993-04-23,the dark half,15000000,9579068,9579068,-5420932,-36.14,1993,4
2007-03-02,black snake moan,15000000,9396870,10951153,-4048847,-26.99,2007,3
2003-02-21,dark blue,15000000,9237470,12262065,-2737935,-18.25,2003,2
2007-06-22,a mighty heart,15000000,9176787,19153568,4153568,27.69,2007,6
1983-09-30,brainstorm,15000000,8921050,8921050,-6078950,-40.53,1983,9
2016-09-23,queen of katwe,15000000,8874389,10055481,-4944519,-32.96,2016,9
2000-03-24,whatever it takes,15000000,8735529,8735529,-6264471,-41.76,2000,3
2003-03-21,boat trip,15000000,8586376,14933713,-66287,-0.44,2003,3
2002-05-22,the importance of being earnest,15000000,8378141,8378141,-6621859,-44.15,2002,5
1999-05-21,the love letter,15000000,8322608,9010980,-5989020,-39.93,1999,5
2006-05-05,hoot,15000000,8117637,8224998,-6775002,-45.17,2006,5
2008-02-08,in bruges,15000000,7800825,34533783,19533783,130.23,2008,2
2013-01-04,promised land,15000000,7597898,12394562,-2605438,-17.37,2013,1
2001-10-08,mulholland drive,15000000,7219578,20785973,5785973,38.57,2001,10
2018-06-08,hotel artemis,15000000,6708137,12758799,-2241201,-14.94,2018,6
2008-08-20,the rocker,15000000,6409528,8767338,-6232662,-41.55,2008,8
2009-08-21,post grad,15000000,6382178,6563402,-8436598,-56.24,2009,8
2009-06-19,whatever works,15000000,5306706,35106706,20106706,134.04,2009,6
2000-07-19,the in crowd,15000000,5217498,5217498,-9782502,-65.22,2000,7
2005-12-14,los tres entierros de melquiades estrada,15000000,5027684,13454474,-1545526,-10.3,2005,12
1999-09-24,jakob the liar,15000000,4956401,4956401,-10043599,-66.96,1999,9
2007-09-28,se jie,15000000,4604982,65167430,50167430,334.45,2007,9
2005-10-21,"kiss kiss, bang bang",15000000,4235837,16829464,1829464,12.2,2005,10
1999-04-30,idle hands,15000000,4023741,4023741,-10976259,-73.18,1999,4
2015-10-30,scouts guide to the zombie apocalypse,15000000,3703046,15554855,554855,3.7,2015,10
2007-01-26,blood and chocolate,15000000,3526588,6551310,-8448690,-56.32,2007,1
2010-09-22,you will meet a tall dark stranger,15000000,3247816,34247816,19247816,128.32,2010,9
2015-10-23,rock the kasbah,15000000,3020665,3386153,-11613847,-77.43,2015,10
2010-09-15,never let me go,15000000,2434652,11173718,-3826282,-25.51,2010,9
2016-09-09,the disappointments room,15000000,2423467,3503761,-11496239,-76.64,2016,9
2003-12-25,the company,15000000,2281585,3396508,-11603492,-77.36,2003,12
2008-07-18,transsiberian,15000000,2203641,6379575,-8620425,-57.47,2008,7
1999-10-22,crazy in alabama,15000000,1954202,1954202,-13045798,-86.97,1999,10
1986-01-17,the clan of the cave bear,15000000,1953732,1953732,-13046268,-86.98,1986,1
2017-02-03,the comedian,15000000,1658706,1658706,-13341294,-88.94,2017,2
2008-03-14,funny games,15000000,1294640,8200127,-6799873,-45.33,2008,3
2006-06-02,banlieue 13,15000000,1200216,11599903,-3400097,-22.67,2006,6
1999-11-12,felicia's journey,15000000,824295,1970268,-13029732,-86.86,1999,11
